Player,Current Team,Minutes,Non Penalty xG,Non Penalty xG/Shot,Open Play xG Assisted,Shots,OBV,Shot OBV,Dribble & Carry OBV,Defensive Action OBV,Pass OBV,Deep Progressions,Touches in box,Line Breaking Passes,Line Breaking Passes Completed,Line Breaking Passes Completed%,Line Breaking Passes On Ball Value,Ball Receipts in Space 10m%,Turnovers,Fouls,Fouls Won,Aerial Win%,Aerial Wins,Pressures,Tackles & Interceptions,Dribbled Past,Goal Kicks,Goals Saved Above Average,Long Goal Kicks,Non Penalty PSxG Faced,Non Penalty Save%,Non Penalty Shots Faced,Penalty Goals Conceded,Penalties Faced,Saves,Short Goal Kicks,Shot Stopping%,Shots Faced,Box Cross%,Ball Receipts in Space 10m% in Final Third,Ball Receipts in Space 10m% in Opposing Half,Ball Receipts in Space 2m%,Ball Receipts in Space 2m% in Final Third,Ball Receipts in Space 2m% in Opposing Half,Ball Receipts in Space 5m%,Ball Receipts in Space 5m% in Final Third,Ball Receipts in Space 5m% in Opposing Half,Carries,Carry Length,Clearances,Dispossessed,Dribble%,Dribbles,Errors,Failed Dribbles,Open Play Box Cross%,Penalty Wins,Space Received In,Space Received in Final Third,Space Received in Opposing Half,Successful Box Cross%,Successful Open Play Box Cross%,Touches,Goalkeeper OBV,Second Yellow Cards,Aggressive Actions,All Aerials,Ball Recoveries,Ball Recoveries in Opposing Half,Blocked Shots,Blocks/Shot,Counterpressures,Counterpressures in Opposing Half,Counterpressures in Opposing Half%,Defensive Action Distance,Goalkeeper Aggressive Distance,Goals Conceded,Interceptions,Non Aerial Duels,Non Penalty Goals Conceded,Non Penalty xG Faced,Opposition Non Penalty Shots on Target,Opposition Non Penalty Shots on Target%,Opposition Shots Outside Box,Pressures in Opposing Half,Pressures in Opposing Half%,Red Cards,Tack/Dribbled Past%,Tackles,Yellow Cards,Assists,Crosses,Crossing%,Deep Completions,Key Passes,Left To Right Footedness%,Line Breaking Passes Completed in Final Third,Line Breaking Passes Completed in Final Third%,Line Breaking Passes Completed in Opposing Half,Line Breaking Passes Completed in Opposing Half%,Line Breaking Passes Distance,Line Breaking Passes Distance in Final Third,Line Breaking Passes Distance in Opposing Half,Line Breaking Passes in Final Third,Line Breaking Passes in Opposing Half,Line Breaking Passes On Ball Value in Final Third,Line Breaking Passes On Ball Value in Opposing Half,Line Breaking Passes Received,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes Received 10m in Opposing Half,Line Breaking Passes Received 2m,Line Breaking Passes Received 2m in Final Third,Line Breaking Passes Received 2m in Opposing Half,Line Breaking Passes Received 5m,Line Breaking Passes Received 5m in Final Third,Line Breaking Passes Received 5m in Opposing Half,Line Breaking Passes Received Distance,Line Breaking Passes Received Distance in Final Third,Line Breaking Passes Received Distance in Opposing Half,Line Breaking Passes Received in Final Third,Line Breaking Passes Received in Opposing Half,Line Breaking Passes to Space 10m,Line Breaking Passes to Space 10m in Final Third,Line Breaking Passes to Space 10m in Opposing Half,Line Breaking Passes to Space 2m,Line Breaking Passes to Space 2m in Final Third,Line Breaking Passes to Space 2m in Opposing Half,Line Breaking Passes to Space 5m,Line Breaking Passes to Space 5m in Final Third,Line Breaking Passes to Space 5m in Opposing Half,Line Breaking Passes/Pass in Final Third%,Line Breaking Passes/Pass in Opposing Half%,Line Breaking Passes/Pass%,Long Ball%,Long Balls,Non Throw-in Key Passes,Non Throw-in Passes,Non Throw-in Passes from Defensive Third,Non Throw-in Passes Into Final Third ,Non Throw-in Through Balls,Open Play Assists,Open Play Key Passes,Open Play Pass Backward% in Final Third,Open Play Pass Forward% in Final Third,Open Play Pass Sideways% in Final Third,Open Play Passes,Open Play Passes in Final Third,Open Play Passes Into Box,Pass Backward%,Pass Forward%,Pass Length,Pass Sideways%,Passes,Passes Inside Box,Passes Into Box,Passes Being Pressured%,Passing%,Pressured Long Balls,Pressured Pass Length,Pressured Passes in Defensive Third,Pressured Pass%,Received Passes,Successful Open Play Pass Backward% in Final Third,Successful Open Play Pass Forward% in Final Third,Successful Open Play Pass Sideways% in Final Third,Successful Open Play Passes in Final Third,Successful Open Play Passes Into Box,Successful Pass Length,Successful Passes Inside Box,Successful Passes Into Box,Successful Pressured Pass Length,Successful Set Piece Passes Into Box,Successful Through Balls,Successful Crosses,Successful Passes,Through Balls,Unpressured Long Balls,Corners,Free Kicks,Free Kicks from Defensive Third,Free Kicks from Final Third,Free Kicks from Middle Third,Penalties,Penalty Conversion%,Set Piece Assists,Set Piece Key Passes,Set Piece Passes Into Box,Set Piece xG Assisted,Throw-ins,Throw-Ins from Defensive Third,Throw-Ins from Final Third,Throw-Ins from Middle Third,Goal Conversion%,Goals & Penalty Goals,Non Penalty Goals,Non Penalty PSxG,Non Penalty Shots,Open Play Shots,Shooting%,Shot Touch%,Shots Outside Box,Successful Dribbles,xG,xG Assisted,Age
Carlos Guirao,Leganés,123.4534,0,,0,0,-0.1086,0,0.0044,-0.0948,-0.048,2.916,0.729,2.916,2.187,0.75,0.002,0.125,0,3.6451,0.729,0.5,0.729,26.2447,5.1031,2.187,0,-1.1263,0,1.7897,0,7.2902,0.729,0.729,0,0,-0.3862,8.0192,0,0.2,0.125,1,1,1,0.5833,0.4,0.4375,24.0576,5.3206,2.187,0.729,1,0.729,0,0,,0,6.4128,5.958,6.1468,,,67.7988,0,0,18.9545,1.458,1.458,0,0.729,0.1,10.2062,5.1031,0.5,51.8867,,4.3741,1.458,3.6451,2.916,1.0324,2.916,0.4,1.458,10.2062,0.3888,0,0.625,5.8321,0,0,0,,0,0,0.1136,0.729,1,1.458,0.6666,1.6719,0,2.5079,0.729,2.187,0.002,-0.0027,2.187,0,0,0,2.187,0,1.458,0.729,0,0,4.6113,,4.3069,0,1.458,0,0,0,0.729,0,0.729,0.729,0,0.729,0.2,0.15,0.1176,0.5,2.916,0,31.3478,3.6451,3.6451,0,0,0,0,0.1666,0.8333,29.1608,8.7482,0,0.0909,0.1818,17.6309,0.7272,32.0768,0,1.458,0.3181,0.7727,1.458,15.5114,2.187,0.6428,25.5157,0,0.1111,0.8888,6.5611,0,16.7982,0,0,17.6777,0,0,0,24.7866,0,1.458,0,2.187,0,0,2.187,0,,0,0,1.458,0,0.729,0,0.729,0,,0,0,0,0,0,,0,0,0.729,0,0,22
Aboubacar Bassinga,AD Ceuta FC,10.4391,0,,0,0,-0.5723,0,-0.0198,-0.2316,-0.3207,8.6214,0,8.6214,0,0,-0.1433,0,0,17.2428,0,,0,43.1071,0,0,0,8.5384,0,8.5384,1,25.8642,0,0,0,0,0.4951,25.8642,0,,0,1,,1,0.6666,,1,34.4857,6.6075,0,8.6214,,0,0,0,0,0,7.0274,,8.2822,,,86.2143,0,0,17.2428,0,8.6214,8.6214,0,0,17.2428,17.2428,1,62.6624,,0,0,0,0,6.215,17.2428,0.6666,0,17.2428,0.4,0,,0,0,0,0,,0,0,0.75,0,,0,0,,,,0,8.6214,0,-0.1433,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.25,1,8.6214,0,34.4857,0,17.2428,8.6214,0,0,0,0.5,0.5,34.4857,17.2428,8.6214,0,0.25,32.2275,0.75,34.4857,0,8.6214,0.25,0.75,8.6214,53.88,8.6214,1,34.4857,0,0,1,8.6214,0,32.46,0,0,53.88,0,0,0,25.8642,8.6214,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,20
Marc Domenech,Mallorca,351.8936,0.1734,0.0847,0.0838,2.046,-0.2028,-0.162,-0.0158,-0.0195,-0.0026,0.5115,5.8824,3.0691,1.7903,0.5833,0.0565,0.0454,1.5345,1.2787,0.2557,0.375,1.5345,16.8801,0.7672,0.7672,0,0.5819,0,1.0935,0.8947,16.6243,0,0,0,0,0.1197,16.6243,0.375,0.0769,0.0555,0.659,0.7692,0.6666,0.2954,0.3846,0.3055,12.2764,5.0797,0.5115,0.7672,1,0.2557,0,0,0.375,0,4.0682,4.9264,4.1829,0.6,0.6,36.062,0,0,5.6267,4.0921,3.0691,1.5345,0,0,7.1612,5.3709,0.75,73.4548,,0.5115,0,0.7672,0.5115,1.1687,4.8594,0.2923,6.9054,11.5091,0.6818,0,0.5,1.5345,0,0,1.023,0.75,0.5115,0.7672,0.04,1.023,0.8,1.5345,0.5454,2.5046,2.4324,2.922,1.2787,2.8133,0.058,0.0564,5.8824,0.2557,0.2557,0.2557,3.3248,2.5575,3.0691,1.023,0.7672,1.023,3.3862,4.1098,3.8285,3.8363,4.8594,0,0,0,1.2787,0.7672,1.2787,0,0,0,0.2777,0.3437,0.2608,0.4,1.2787,0.7672,12.7879,1.023,0.7672,0.2557,0,0.7672,0.2758,0.1379,0.5862,12.7879,7.417,2.046,0.18,0.14,15.2385,0.68,12.7879,1.023,2.046,0.32,0.7,0,10.65,0.5115,0.75,14.0667,0.3333,0.1111,0.5555,4.6036,1.2787,13.7665,0.5115,1.2787,10.505,0,0.2557,0.7672,8.9515,0.2557,1.2787,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2244,2.046,1.5345,0.25,0.0567,0.5115,0.2557,0.1734,0.0838,19
Jan Salas,Córdoba CF,64.5359,0.0818,0.0293,0,2.7891,0.2521,-0.0854,0.1158,0.1857,0.0359,6.9728,2.7891,4.1837,1.3945,0.3333,-0.0047,0,2.7891,0,4.1837,1,1.3945,32.0751,6.9728,0,0,0.3233,0,3.1124,0.75,27.8914,0,0,0,0,0.0289,27.8914,0.5,0,0,0.7727,0.8,0.8333,0.409,0.4,0.5833,25.1023,6.6761,0,0,,0,0,0,0.5,0,4.2771,3.9514,5.324,0,0,80.8852,0,0,19.524,1.3945,6.9728,2.7891,0,0,6.9728,1.3945,0.2,52.2962,,2.7891,1.3945,5.5782,2.7891,2.7569,11.1565,0.4,9.762,13.9457,0.4347,0,1,5.5782,0,0,1.3945,0,0,0,0.16,1.3945,0.3333,1.3945,0.3333,0,0,0,4.1837,4.1837,-0.0047,-0.0047,12.5511,0,0,0,11.1565,2.7891,6.9728,6.9728,1.3945,5.5782,4.6092,3.9629,5.7354,2.7891,6.9728,0,0,0,0,0,0,0,0,0,0.4285,0.2307,0.125,,0,0,34.8643,6.9728,4.1837,0,0,0,0.1,0.1,0.8,34.8643,13.9457,2.7891,0.2,0.04,15.0263,0.76,34.8643,0,2.7891,0.16,0.76,0,9.7675,1.3945,0.75,33.4697,0,0.1428,0.8571,9.762,1.3945,15.871,0,1.3945,9.95,0,0,0,26.4968,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.7891,2.7891,0,0.0344,2.7891,0,0.0818,0,20
Elias Normand Gärtig,Las Vegas Lights,2974.7075,0.0132,0.0876,0.0049,0.1512,0.0913,-0.0069,0.03,0.0458,0.0164,2.4809,0.5445,7.6428,4.8525,0.6349,0.0221,0.7094,0.0302,1.3917,0.5143,0.7234,2.0573,6.8679,1.1194,0.1815,0.0907,-0.1982,0,1.1632,0.6564,12.0717,0.121,0.2117,0,0.0907,-0.05,12.2835,0,0.6666,0.6666,0.9757,0.6666,0.9555,0.937,0.6666,0.8444,33.7344,3.9794,3.7818,0.0605,1,0.121,0.0302,0,0,0,12.5858,9.0325,11.8295,0,0,86.3177,0,0,3.9936,2.8439,2.1783,0.363,0.9681,0.0802,1.6942,0.4538,0.2678,34.5837,,1.5127,0.7261,0.3933,1.3614,1.1089,3.9634,0.3283,4.4777,0.9379,0.1365,0,0.6842,0.5748,0.2722,0.0302,0,,0.0605,0.121,0.0297,0.0606,0.3333,1.0311,0.7391,3.6282,3.1112,3.785,0.1819,1.3951,0.0011,0.0076,0.0606,0,0,0,0,0,0,0,0,0,1.6031,1.6031,1.6031,0.0606,0.0606,0.1213,0,0,3.5181,0.0606,0.7885,1.3951,0,0.3639,0.5,0.2987,0.2055,0.6652,7.2309,0.0907,42.5688,23.5081,3.9634,0,0.0302,0.0907,0.007,0.5248,0.468,41.2679,4.2659,0.2117,0.0091,0.2439,25.9085,0.7468,42.7806,0.0907,0.3025,0.1195,0.8727,0.9681,25.0462,3.5095,0.7041,34.7328,0.0111,0.4333,0.5555,2.7229,0.0605,24.6434,0.0605,0.0907,23.3838,0.0302,0,0,37.3347,0,6.2628,0,1.2102,0.5748,0,0.6353,0,,0,0,0.0907,0,0.2117,0.0907,0,0.121,0,0,0,0.0197,0.1512,0.0302,0.2,0.0017,0,0.121,0.0132,0.0049,23
Coba da Costa,Getafe,1079.8877,0.1063,0.0554,0.1003,1.9168,0.225,-0.0031,0.1124,0.0111,0.108,2.5002,5.0005,6.5006,3.0836,0.4743,0.1029,0.1277,5.2505,1.1667,1.0001,0.4468,1.7501,23.6691,3.8337,1.0834,0,0.1992,0,0.8659,0.7333,9.751,0.1666,0.25,0,0,0.0796,10.001,0.6666,0.1025,0.1164,0.8722,0.8632,0.873,0.5198,0.5384,0.5132,26.6694,8.5978,1.0001,1.8335,0.375,4.6671,0.0833,2.9169,0.6666,0,5.8651,5.827,5.8301,0.7142,0.7142,70.2573,0,0,13.8347,3.917,5.2505,3.667,0,0,9.2509,7.6674,0.8288,59.8889,,0.8334,1.1667,2.6669,0.6667,0.882,2.5002,0.2564,3.417,12.918,0.5457,0,0.7111,3.7503,0.3333,0.0833,2.6669,0.4687,0.5,0.9167,0.1821,1.8335,0.5116,2.4169,0.537,2.2129,1.4473,1.7878,3.5837,4.5004,0.0891,0.0958,4.3337,0.5833,0.3333,0.4167,3.3336,2.0002,2.8336,1.7501,1.1667,1.5001,5.0407,5.1822,4.7736,2.6669,3.8337,0,0,0,1.6668,0.75,1.1667,0.5,0.1666,0.25,0.3282,0.2797,0.2857,0.5333,2.5002,0.8334,25.0859,2.9169,1.5001,0.0833,0.0833,0.8334,0.1379,0.1551,0.7068,24.9192,14.5015,3.0003,0.1754,0.1754,16.8634,0.649,25.1692,1.0834,3.0003,0.298,0.6556,0.5,14.3496,0.75,0.5777,25.1692,0.198,0.1782,0.6237,8.4175,1.1667,16.1634,0.3333,1.1667,15.5028,0,0,1.2501,16.5017,0.0833,2.0002,0.1666,0,0,0,0,0,,0,0,0,0,0.0833,0,0.0833,0,0.0434,0.0833,0.0833,0.1031,1.9168,1.4168,0.3478,0.0272,0.5,1.7501,0.1063,0.1003,23
Alvaro Pascual,Cádiz,456.8063,0.2267,0.1046,0.0051,2.1672,-0.078,-0.0231,-0.0128,0.0222,-0.0734,0.591,6.1076,1.5761,0.591,0.375,0.0005,0,3.5463,2.9553,1.7731,0.3666,2.1672,31.9172,1.7731,0.9851,0,-0.58,0,0.7991,0.5882,9.0629,0,0,0,0,-0.1731,9.0629,0,0,0,0.6212,0.7179,0.6851,0.1666,0.1538,0.1666,12.2152,4.7238,1.5761,1.5761,0,0.394,0,0.394,0,0,3.054,3.1494,3.1894,0,0,45.9056,0,0,16.3526,5.9106,3.1523,1.9702,0,0,8.0778,7.2897,0.9024,75.2648,,1.3791,0.394,1.3791,1.3791,0.644,3.3493,0.3695,4.5314,22.6573,0.7098,0,0.5833,2.3642,0.197,0,0,,0.394,0.197,0.0759,0.394,0.5,0.394,0.3333,3.0333,4.55,4.55,0.788,1.1821,-0.0009,-0.0044,8.8659,0,0,0,5.7135,3.5463,5.1225,1.1821,0.591,0.9851,2.9304,3.1313,3.1011,4.5314,7.0927,0,0,0,0.394,0.394,0.394,0.197,0.197,0.197,0.1212,0.1176,0.1212,0.8571,1.3791,0.197,15.5645,1.1821,0.9851,0,0,0.197,0.1904,0.1428,0.6666,13.9884,8.2748,0.9851,0.2784,0.0886,15.3888,0.6329,15.5645,0.394,0.9851,0.4177,0.6455,0.197,14.6857,0.591,0.5757,17.3377,0.2692,0.0769,0.6538,5.1225,0.197,17.0364,0.197,0.197,15.1726,0,0,0,10.048,0,1.1821,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0909,0.197,0.197,0.1636,2.1672,1.5761,0.2727,0.0472,0,0,0.2267,0.0051,23
Brandon Dayes,Louisville City,231.3299,0.0124,0.0319,0.0144,0.389,0.0211,-0.0248,0.0366,-0.0049,0.0286,2.3343,1.5562,3.6606,1.6269,0.4444,0.0133,0.16,1.5562,0.389,0.389,0.3333,1.9452,14.395,3.1124,0,0,0.3626,0,0.7517,0.909,8.9482,0,0,0,0,0.0847,8.9482,,0,0.0769,0.92,1,1,0.56,0.5,0.5384,15.9512,9.1029,1.9452,1.9452,0.5,1.5562,0,0.7781,,0,6.3695,5.0509,5.41,,,53.3005,0,0,7.392,5.8358,5.8358,1.5562,0,0,5.8358,3.1124,0.5333,51.7647,,0.389,1.9452,1.1671,0.389,1.1621,4.2796,0.4782,1.5562,6.2248,0.4324,0,1,1.1671,0,0,0.389,0,0,0.389,0.0769,0,,0.4067,1,0.8806,,3.5227,0,0.4067,0,0.0067,0.8134,0,0,0,0.8134,0.4067,0.8134,0,0,0,3.6596,3.2388,3.6596,0.4067,0.8134,0,0,0,0.4067,0,0.4067,0,0,0,0,0.0555,0.2045,0.2,3.8905,0.389,21.787,9.7263,1.9452,0,0,0.389,0.1666,0.2777,0.5555,21.787,7.0029,0,0.1384,0.3692,19.4513,0.4923,25.2885,0.389,0,0.2153,0.6153,1.1671,21.1785,3.1124,0.7142,13.2278,0.1666,0.1666,0.6666,4.6686,0,16.8197,0,0,17.693,0,0,0,15.5621,0,2.7233,0,0,0,0,0,0,,0,0,0,0,3.5014,1.1671,1.5562,0.7781,0,0,0,0,0.389,0,0,0.0072,0,0.7781,0.0124,0.0144,16
Kim Min-Su,FC Andorra,32.5655,0,,0,0,-0.1579,0,-0.1298,0.0236,-0.0518,0,0,0,0,,0,0,13.8183,0,2.7636,0,0,19.3456,2.7636,0,0,0,0,0,,5.5273,0,0,0,0,,5.5273,,0,0,0.8888,0.75,0.875,0.1111,0,0.125,33.1639,5.2008,0,2.7636,0,2.7636,0,2.7636,,0,3.738,3.4357,3.8742,,,85.6734,0,0,8.2909,2.7636,0,0,0,0,11.0546,11.0546,1,76.59,,0,0,2.7636,0,0.1058,0,0,2.7636,13.8183,0.7142,0,1,2.7636,0,0,0,,0,0,0,0,,0,,,,,0,0,0,0,5.5273,0,0,0,5.5273,2.7636,5.5273,2.7636,0,2.7636,4.4753,3.6619,4.4753,2.7636,5.5273,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,24.8729,0,0,0,0,0,0.3333,0.1666,0.5,24.8729,16.5819,0,0.4444,0.1111,12.5544,0.4444,24.8729,0,0,0.6666,0.8888,0,11.9749,0,1,41.4549,0.4,0,0.6,13.8183,0,13.3337,0,0,11.9749,0,0,0,22.1092,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,19
Papa Dame Ba,Girona,58.1763,0.0151,0.0097,0,1.547,0.0814,-0.1365,0.1325,0.0808,0.0032,0,1.547,6.188,1.547,0.25,-0.0017,0.1428,3.094,1.547,6.188,,0,18.5642,0,0,0,0.4829,0,0.4829,1,9.2821,0,0,0,0,0.156,9.2821,,0.4,0.2,0.7142,0.8,0.8,0.2857,0.4,0.4,20.1112,7.5153,1.547,1.547,0.5,3.094,0,1.547,,0,4.8109,7.2624,5.8135,,,63.4278,0,0,10.8291,0,4.641,3.094,0,0,7.7351,3.094,0.4,60.1374,,0,0,0,0,1.107,3.094,0.3333,3.094,6.188,0.3333,0,,0,0,0,0,,0,0,0.9285,1.547,0.5,1.547,0.3333,3.5608,3.5608,3.5608,3.094,4.641,0.0108,-0.0017,1.547,1.547,1.547,1.547,1.547,1.547,1.547,1.547,1.547,1.547,12.6574,12.6574,12.6574,1.547,1.547,0,0,0,1.547,1.547,1.547,0,0,0,0.6666,0.5,0.3076,0.5,3.094,0,21.6583,4.641,1.547,0,0,0,0.2,0.4,0.4,20.1112,7.7351,0,0.1428,0.1428,19.6414,0.7142,21.6583,0,0,0.0714,0.4285,0,28.68,0,0,24.7523,0,1,0,1.547,0,23.3533,0,0,,0,0,0,9.2821,0,3.094,0,1.547,1.547,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1.547,1.547,0,0.0243,0,1.547,0.0151,0,21
Ethan Kos,Birmingham Legion,219.4794,0.0171,0.0419,0,0.41,0.1414,-0.0104,0.0267,0.0569,0.0181,2.0503,0.8201,,,,,,0,0.8201,0.8201,0.6,1.2301,8.2012,2.4603,0.8201,0,0.094,0,1.7343,0.6666,9.8414,0,0,0,0,0.0191,9.8414,0,,,,,,,,,20.093,4.6553,4.1006,0,,0,0,0,0,0,,,,,,61.0991,0,0,4.5106,2.0503,1.2301,0.41,0.8201,0.0833,4.9207,1.6402,0.3333,38.7645,,1.6402,1.2301,1.2301,1.6402,1.1446,4.9207,0.5,2.8704,2.8704,0.35,0,0.6,2.0503,0,0,0,,0,0,0.8591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4.1006,0,29.1143,13.1219,3.6905,0,0,0,0,0.7777,0.2222,28.7042,3.6905,0.41,0,0.3239,25.3447,0.676,29.1143,0,0.41,0.0281,0.845,0,23.83,0.41,1,23.7835,0,0.6,0.4,2.0503,0,23.5496,0,0,23.83,0,0,0,24.6036,0,4.1006,0,0.41,0,0,0.41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.0067,0,0,0.0171,0,24
Sergio Viera,Las Palmas,103.0135,0.0548,0.0627,0,0.8736,-0.2366,-0.0766,0.0024,0.0042,-0.0422,3.4946,1.7473,4.3683,2.621,0.6,-0.007,0.0285,0.8736,0.8736,0.8736,0.25,0.8736,17.4734,0.8736,0.8736,0,0.0478,0,0.0478,1,6.1157,0,0,0,0,0.0547,6.1157,0,0,0.0555,0.8571,1,0.8333,0.4857,0.3333,0.5555,33.1995,5.2442,0.8736,0,1,0.8736,0,0,0,0,5.3414,5.3071,5.6849,,,96.1039,0,0,4.3683,3.4946,3.4946,0.8736,0,0,7.863,3.4946,0.4444,59.5391,,0,0.8736,0,0,0.664,0.8736,0.1428,2.621,8.7367,0.5,0,0,0.8736,0.8736,0,0,,0,0,0.0566,0,0,0.8736,0.5,2.2505,,2.816,0.8736,1.7473,-0.0174,-0.0088,8.7367,0,0,0,4.3683,0.8736,3.4946,2.621,0,2.621,3.3741,3.5846,3.795,0.8736,6.1157,0,0,0,1.7473,0,0.8736,0,0,0,0.1666,0.1111,0.102,1,3.4946,0,46.3046,6.1157,3.4946,0,0,0,0.0909,0.0909,0.8181,45.4309,9.6103,0.8736,0.0943,0.0754,18.2771,0.8301,46.3046,0,0.8736,0.1698,0.9245,0,12.5488,0.8736,0.8888,41.9362,0.1111,0,0.8888,7.863,0,18.8469,0,0,13.8162,0,0,0,42.8099,0,3.4946,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.8736,0,0,0.009,0,0.8736,0.0548,0,20
Ismael Bekhoucha,Getafe,92.7867,0,,0,0,0.1139,0,0.0313,0.0793,0.01,3.8798,0,3.8798,0.9699,0.25,-0.0153,0.1538,1.9399,4.8498,2.9098,0.5,1.9399,32.0088,4.8498,1.9399,0,-0.2364,0,1.7035,0.6,11.6395,0,0,0,0,-0.0487,11.6395,0.3333,0,0.25,0.923,1,0.875,0.4615,0.6666,0.625,20.3692,4.5271,2.9098,0.9699,1,0.9699,0,0,0.3333,0,6.1917,5.7139,6.9713,,,56.258,0,0,18.4293,3.8798,2.9098,1.9399,0.9699,0.0833,9.6996,3.8798,0.4,39.0687,,1.9399,0.9699,3.8798,1.9399,0.7337,4.8498,0.4166,3.8798,7.7597,0.2424,0,0.6666,5.8197,1.9399,0,0.9699,0,0,0,0.08,0,0,0,0,4.6647,,,0.9699,1.9399,-0.0066,-0.0166,0.9699,0,0,0,0.9699,0,0,0,0,0,2.4041,,,0,0,0,0,0,0.9699,0,0,0,0,0,0.1428,0.1666,0.2105,0.3333,2.9098,0,22.3092,5.8197,4.8498,0.9699,0,0,0,0.4545,0.5454,19.3993,10.6696,2.9098,0.04,0.32,20.9596,0.64,24.2491,0,2.9098,0.12,0.76,0,14.4333,0,0.6666,15.5194,0,0.2,0.8,4.8498,0,16.7484,0,0,10.65,0,0,0,18.4293,0.9699,2.9098,0,2.9098,1.9399,0,0.9699,0,,0,0,0,0,1.9399,0,0,1.9399,,0,0,0,0,0,,0,0,0.9699,0,0,21
Michael Adedokun,Lexington SC,1520.0868,0.1637,0.0768,0.2065,2.1314,0.3175,-0.042,0.1784,0.0009,0.1787,3.1379,5.3286,6.5574,3.4212,0.5217,0.1007,0.2287,4.2037,0.6512,1.8946,0.2812,0.5328,13.8544,1.0657,0.4144,0,-0.0453,0,0.7835,0.65,9.4139,0.1184,0.1184,0,0,-0.0191,9.5323,0.6694,0.2709,0.2445,0.9188,0.9161,0.9213,0.6125,0.6516,0.6113,36.1755,9.1739,0.3552,1.4209,0.5555,4.2629,0,1.8946,0.5934,0,6.8699,7.3052,7.0584,0.4893,0.3846,77.5021,0,0.0592,7.0456,1.8946,4.4405,3.0195,0.0592,0.0062,3.9668,2.9011,0.7313,70.755,,1.0065,0.296,0.7696,0.8289,0.9076,2.3682,0.2515,3.3156,9.3547,0.6752,0,0.65,1.1841,0.1776,0,6.1575,0.3365,0.8289,1.8946,0.166,2.3758,0.4807,3.0411,0.5161,3.1784,2.6716,2.9391,4.9418,5.8921,0.0973,0.0996,4.8467,0.4751,0.4751,0.4751,3.8964,1.9006,3.0411,1.3304,0.9503,1.0453,4.5519,5.4516,4.672,2.6609,3.9914,0.095,0,0.095,2.5659,1.6155,2.1858,0.7602,0.4751,0.5702,0.3687,0.3212,0.2684,0.5476,4.9734,1.8946,30.1364,2.4867,1.9538,0.0592,0,1.4209,0.1061,0.1849,0.7089,27.5313,17.2884,5.3878,0.1641,0.1358,22.0473,0.7,31.3797,1.717,7.164,0.1735,0.7207,1.0657,20.8739,0.8289,0.7065,30.9653,0.1526,0.1947,0.6526,11.2493,2.309,21.0214,0.5328,2.7827,22.8723,0.4736,0,2.0722,22.6171,0.0592,3.9076,1.4801,1.0065,0,0.8881,0.1184,0,,0,0.4736,1.7762,0.0413,1.2433,0.0592,0.6512,0.5328,0.0555,0.1184,0.1184,0.1068,2.1314,1.7762,0.3055,0.0275,1.1841,2.3682,0.1637,0.2478,24
